id,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,con
1245131,1Alp Crv,Alchiba,12.140225,-24.728875,14.9769,96.976,-40.023,2.9,4.02,3.143,F0IV/V,0.334,-13.594,-0.499,-6.265,-1.22E-06,-7.09E-06,-3.88E-06,Crv
1254346,Del Cru,Imai,12.25242117,-58.74892829,139.5072,-36.951,-11.296,22,2.79,-2.933,B2 IV,-0.193,-72.217,-4.779,-119.265,-6.78E-06,2.46E-05,-2.32E-05,Cru
1254749,69Del UMa,Megrez,12.257086,57.032617,24.7967,103.947,8.141,-12.387,3.32,1.348,A3Vvar,0.077,-13.463,-0.907,20.804,8.54E-06,-1.19E-05,-1.01E-05,UMa
1255242,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4,2.58,-0.785,B8III,-0.107,-44.806,-3.095,-14.197,-1.52E-07,3.65E-05,6.09E-06,Crv
1260755,15Eta Vir,Zaniah,12.33176502,-0.66679342,75.9348,-54.665,-17.642,2,3.89,-0.512,A2 IV,0.026,-75.6436,-6.5868,-0.8838,-3.71E-06,1.99E-05,-6.52E-06,Vir
1262718,Eps Cru,Ginan,12.35600253,-60.40114907,70.4232,-171.223,91.795,-5,3.59,-0.649,K3/4 III,1.389,-34.633,-3.237,-61.233,-3.01E-05,5.59E-05,1.99E-05,Cru
1268606,,Tupã,12.429557,-64.022088,38.8218,-182.666,-60.693,-5.026,6.99,4.045,F8/G0V,0.537,-16.898,-1.908,-34.899,8.58E-06,3.56E-05,-3.82E-07,Cru
1269694,Alp-1 Cru,Acrux,12.44331706,-63.09905586,98.7167,-35.37,-14.73,-11,0.77,-4.202,B0.5 IV,-0.243,-44.364,-5.172,-88.035,9.34E-06,1.81E-05,6.84E-06,Cru
1272895,,3C 273,12.48519455,2.05238781,,-11.01,4.38,,12.88,,,0.12,,,,,,,Vir
1273781,7Del Crv,Algorab,12.497739,-16.515432,26.2743,-209.276,-139.184,9,2.94,0.842,B9.5V,-0.012,-24.977,-3.273,-7.469,-7.22E-06,2.59E-05,-1.96E-05,Crv
1275392,Gam Cru,Gacrux,12.5194248,-57.11256922,27.1518,27.94,-264.33,21,1.59,-0.579,M4 III,1.6,-14.607,-1.999,-22.801,1.79E-05,-1.26E-06,-3.69E-05,Cru
1276618,,Funi,12.53532951,74.48954695,67.9469,-171.665,-48.488,-19.306,8.75,4.589,G0,0.645,-17.992,-2.538,65.472,-1.79E-05,5.46E-05,-2.33E-05,Dra
1278740,8Bet CVn,Chara,12.56237349,41.35747839,8.4727,-704.702,292.155,6.6,4.24,4.6,G0V,0.588,-6.2906,-0.9327,5.5979,-1.41E-06,2.91E-05,1.35E-05,CVn
1279520,9Bet Crv,Kraz,12.573121,-23.396759,45.4444,1.116,-56.704,-8,2.65,-0.637,G5II,0.893,-41.239,-6.234,-18.046,1.24E-05,1.62E-06,-8.22E-06,Crv
1288811,29Gam Vir,Porrima,12.694345,-1.449375,12.0202,-605.176,85.701,-19.9,2.74,2.34,F0V+...,0.368,-11.8185,-2.1726,-0.3045,1.35E-05,3.83E-05,5.51E-06,Vir
1293324,,La Superba,12.75217471,45.44025077,310.3425,-2.968,13.063,12,5.42,-2.039,N,2.994,-213.544,-42.603,221.125,4.41E-06,5.43E-06,2.25E-05,CVn
1296370,7 Dra,Tianyi,12.79287316,66.79030351,236.7259,7.182,-6.333,6.301,5.43,-1.441,K5,1.567,-91.29,-19.226,217.567,-7.32E-06,-9.97E-06,3.06E-06,Dra
1296561,Bet Cru,Mimosa,12.79536636,-59.68873246,85.3971,-48.24,-12.82,16,1.25,-3.407,B0.5 III,-0.238,-42.169,-8.91,-73.723,-7.73E-06,1.88E-05,-1.68E-05,Cru
1296821,,Gar,12.79922816,9.75251785,8.0791,-1008.267,-460.034,18.8,11.39,11.853,M4,1.563,-7.7893,-1.6534,1.3687,-2.97E-05,3.41E-05,-1.45E-05,Vir
1304800,77Eps UMa,Alioth,12.90045361,55.95984301,25.31,111.74,-8.99,-9,1.76,-0.256,A0P,-0.022,-13.776,-3.309,20.973,7.32E-06,-1.23E-05,-8.24E-06,UMa
1306592,8 Dra,Taiyi,12.92459638,65.43847425,29.4406,-3.658,-30.126,9,5.23,2.885,F 0 V,0.303,-11.881,-2.933,26.777,-7.64E-06,-1.35E-06,6.58E-06,Dra
1306748,43Del Vir,Minelauva,12.92672454,3.39747144,57.4498,-469.714,-53.71,-18,3.39,-0.406,M2 III,1.571,-55.6692,-13.778,3.4048,-1.45E-05,0.000131195,-1.60E-05,Vir
1307219,12Alp-1 CVn,Cor Caroli B,12.93350106,38.31469771,32.6668,-233.611,61.504,-0.443,5.61,3.039,F 0 V,0.337,-24.869,-6.202,20.253,-2.75E-06,3.74E-05,7.36E-06,CVn
1307241,12Alp-2 CVn,Cor Caroli,12.933807,38.31838,30.5598,-233.776,55.035,-3,2.89,0.464,A0spe...,-0.115,-23.264,-5.804,18.948,-1.14E-06,3.54E-05,4.49E-06,CVn
1315170,47Eps Vir,Vindemiatrix,13.03627731,10.95914863,33.1006,-273.793,19.804,-14,2.85,0.251,G8III,0.934,-31.308,-8.709,6.293,2.35E-06,4.63E-05,3.98E-07,Vir
1325157,42Alp Com,Diadem,13.16646858,17.52944436,17.8253,-445.95,129.69,-11.6,4.32,3.065,F5V,0.455,-16.211,-5.11,5.369,2.42E-06,4.12E-05,7.11E-06,Com
1343569,79Zet UMa,Mizar,13.39872774,54.92541525,24.8674,122.467,-22.682,-5.6,2.23,0.252,A2V,0.057,-13.342,-5.117,20.352,6.27E-06,-1.34E-05,-6.26E-06,UMa
1344484,,Matza,13.41002733,-51.50445585,107.4912,-33.921,-18.917,9.767,7.01,1.853,A2 V,0.093,-62.401,-24.142,-84.129,-4.98E-06,1.70E-05,-1.40E-05,Cen
1345269,67Alp Vir,Spica,13.41989015,-11.16124491,76.5697,-42.5,-31.73,1,0.98,-3.44,B1 V,-0.235,-69.991,-27.286,-14.822,-4.54E-06,1.52E-05,-1.18E-05,Vir
1345331,80 UMa,Alcor,13.42042677,54.98795585,25.0564,120.35,-16.94,-8.9,3.99,1.995,A5V,0.169,-13.393,-5.224,20.522,8.61E-06,-1.23E-05,-8.64E-06,UMa
1355575,,Dofida,13.54043206,-47.2713643,37.6748,25.214,-125.428,1.195,7.17,4.29,G2 V,0.603,-23.513,-10.032,-27.675,1.65E-05,2.04E-06,-1.64E-05,Cen
1357852,,Liesma,13.56737236,53.72852662,92.0445,-85.849,-78.888,-29.369,8.05,3.23,K0,0.699,-49.934,-21.723,74.208,-2.50E-05,3.09E-05,-4.50E-05,UMa
1358768,79Zet Vir,Heze,13.57822,-0.59582,22.8589,-276.903,44.621,-13.2,3.38,1.585,A3V,0.114,-20.9337,-9.178,-0.2375,-5.11E-09,3.35E-05,5.08E-06,Vir
1377079,85Eta UMa,Alkaid,13.79237392,49.31330288,31.8674,-121.23,-15.56,-11,1.85,-0.667,B3V,-0.099,-18.53,-9.395,24.165,-3.55E-06,1.92E-05,-1.01E-05,UMa
1387284,8Eta Boo,Muphrid,13.911411,18.397717,11.396,-60.95,-358.1,1,2.68,2.396,G0IV,0.58,-9.488,-5.188,3.597,-7.95E-06,-5.07E-07,-1.85E-05,Boo
1400378,Bet Cen,Hadar,14.0637346,-60.3729784,120.1923,-33.96,-25.06,6,0.61,-4.789,B1 III,-0.231,-50.954,-30.563,-104.479,-1.90E-06,2.19E-05,-1.26E-05,Cen
1401228,11Alp Dra,Thuban,14.073165,64.37585,79.9003,-56.351,12.329,-13,3.67,-0.843,A0III SB,-0.049,-29.5884,-17.8471,72.0417,-2.66E-06,2.39E-05,-9.92E-06,Dra
1404493,5The Cen,Menkent,14.11137449,-36.36995824,18.0343,-519.29,-517.87,1.3,2.06,0.78,K0 IIIB,1.011,-12.359,-7.624,-10.694,-1.90E-06,5.22E-05,-3.72E-05,Cen
1413399,98Kap Vir,Kang,14.21492928,-10.2737004,86.2979,6.674,138.987,-4,4.18,-0.5,K2/3 III,1.323,-71.034,-46.526,-15.391,-3.78E-06,-5.81E-06,5.79E-05,Vir
1417320,16Alp Boo,Arcturus,14.26120767,19.18727298,11.2575,-1093.45,-1999.4,-5,-0.05,-0.307,K2IIIp,1.239,-8.823,-5.933,3.699,-5.91E-05,3.22E-05,-0.00010474,Boo
1417791,99Iot Vir,Syrma,14.266908,-6.000547,22.0258,-26.606,-414.866,14.6,4.07,2.355,F7V,0.511,-18.1598,-12.2505,-2.3029,-1.01E-05,-3.36E-06,-4.56E-05,Vir
1418295,19Lam Boo,Xuange,14.27306086,46.08830597,30.6857,-187.698,159.309,-1.656,4.18,1.745,A0P,0.087,-17.624,-11.93,22.106,-5.42E-07,3.34E-05,1.52E-05,Boo
1422216,100Lam Vir,Khambalia,14.31849778,-13.37109165,54.2753,-15.841,27.602,-11,4.52,0.847,A1 V,0.128,-43.372,-30.119,-12.552,5.23E-06,8.71E-06,9.67E-06,Vir
1434825,105Phi Vir,Elgafar,14.47003823,-2.22795257,37.2035,-138.727,-3.338,-9.713,4.81,1.957,G3 V,0.693,-29.67,-22.399,-1.446,-7.14E-06,2.60E-05,-2.16E-07,Vir
1436975,,Proxima Centauri,14.495985,-62.679485,1.302,-3781.741,769.465,-21.943,11.01,15.437,M5Ve,1.807,-0.474,-0.363,-1.157,-9.76E-06,2.26E-05,2.22E-05,Cen
1440281,27Gam Boo,Seginus,14.534636,38.308253,26.3765,-114.344,151.788,-37,3.04,0.934,A7IIIvar,0.191,-16.3047,-12.7482,16.3503,2.39E-05,3.72E-05,-8.23E-06,Boo
1451151,Alp-2 Cen,Toliman,14.66094189,-60.83947139,1.3248,-3678.19,481.84,-26.2,1.35,5.739,K1V,0.9,-0.495,-0.414,-1.157,-7.22E-06,2.48E-05,2.49E-05,Cen
1451193,Alp-1 Cen,Rigil Kentaurus,14.66136069,-60.83514707,1.3248,-3678.19,481.84,-26.2,-0.01,4.379,G2V,0.71,-0.495,-0.414,-1.157,-7.22E-06,2.48E-05,2.49E-05,Cen
1458789,36Eps Boo,Izar,14.749784,27.074222,72.3238,-50.818,21.024,-23,2.35,-1.946,A0,0.966,-48.4198,-42.458,32.918,6.52E-06,2.94E-05,-4.14E-06,Boo
1462331,,Mönch,14.79242345,-0.28147667,31.9126,-130.476,-140.246,-12.523,8.04,5.52,K0 V,0.781,-23.758,-21.306,-0.157,-3.86E-06,2.36E-05,-2.16E-05,Vir
1464811,38 Boo,Merga,14.82185273,46.11620792,48.0159,-6.207,-77.913,-5.004,5.76,2.353,F 7 IVB W,0.482,-24.607,-22.413,34.607,-8.01E-06,-5.35E-06,-1.63E-05,Boo
1466797,7Bet UMi,Kochab,14.845105,74.155505,40.1445,-32.29,11.91,17,2.07,-0.948,K4IIIvar,1.465,-8.058,-7.43,38.619,-6.11E-06,2.91E-06,1.74E-05,UMi
1467018,9Alp-2 Lib,Zubenelgenubi,14.84797594,-16.04177696,23.2396,-105.69,-69,-46.7,2.75,0.919,A3 III/V,0.147,-16.409,-15.152,-6.422,2.72E-05,4.13E-05,5.73E-06,Lib
1470456,,Arcalís,14.88973058,18.2354045,132.5025,43.739,-33.865,1.137,7.8,2.189,K0,1.039,-91.52,-86.382,41.463,1.35E-05,-2.59E-05,-2.03E-05,Boo
1475095,8 UMi,Baekdu,14.94676486,74.90092124,163.1908,13.139,3.578,-9.545,6.83,0.767,K0,0.985,-30.475,-29.637,157.557,1.10E-05,-3.77E-06,-8.69E-06,UMi
1482225,42Bet Boo,Nekkar,15.03243391,40.39056814,72.0564,-40.708,-30.168,-20,3.49,-0.798,G8II-III,0.956,-38.476,-39.135,46.692,-4.01E-06,1.62E-05,-2.13E-05,Boo
1485300,20Sig Lib,Brachium,15.06783762,-25.28196292,79.7534,-73.484,-42.632,-4,3.25,-1.259,M3/4 III,1.674,-50.079,-51.89,-34.061,-1.30E-05,2.75E-05,-1.32E-05,Lib
1504124,27Bet Lib,Zubeneschamali,15.283449,-9.382917,56.7537,-96.39,-20.76,-35,2.61,-1.16,B8V,-0.071,-36.549,-42.42,-9.253,3.57E-06,4.48E-05,2.00E-07,Lib
1507251,,Nikawiy,15.31838338,41.73320774,104.9814,-19.906,-181.888,-34.371,7.88,2.774,G5,0.93,-50.592,-59.816,69.882,-3.06E-05,-2.05E-05,-9.25E-05,Boo
1509654,13Gam UMi,Pherkad,15.345483,71.834016,151.6093,-15.908,17.146,-4,3,-2.904,A3II-III,0.058,-30.2673,-36.3051,144.0522,-4.96E-07,1.77E-05,4.19E-08,UMi
1515210,51Mu-1 Boo,Alkalurops,15.40817453,37.3771697,37.6281,-149.928,89.573,-8.6,4.31,1.432,F0V,0.309,-18.768,-23.278,22.842,-1.07E-05,3.03E-05,7.65E-06,Boo
1515246,51Mu-2 Boo,Alkalurops B,15.40857496,37.34747199,36.7346,-139.142,90.281,-8.6,6.51,3.685,G1V,0.6,-18.327,-22.736,22.285,-8.78E-06,2.86E-05,7.45E-06,Boo
1515856,12Iot Dra,Edasich,15.4154929,58.96606176,30.7466,-8.183,17.296,-11,3.29,0.851,K2III,1.166,-9.925,-12.359,26.346,4.06E-06,7.01E-06,-8.31E-06,Dra
1520353,3Bet CrB,Nusakan,15.46381429,29.10569774,35.8094,-202.069,92.412,-19,3.66,0.89,A8III,0.319,-19.2805,-24.6402,17.4181,-1.24E-05,4.11E-05,4.57E-06,CrB
1531073,5Alp CrB,Alphecca,15.5781082,26.71491041,23.6738,118.927,-87.711,2,2.22,0.349,A0V,0.032,-12.5274,-17.0369,10.6425,7.23E-06,-1.32E-05,-8.07E-06,CrB
1532313,38Gam Lib,Zubenelhakrabi,15.592105,-14.789537,49.3601,64.631,7.819,-28.2,3.91,0.443,K0III,1.007,-28.132,-38.552,-12.6,2.86E-05,1.30E-05,9.17E-06,Lib
1532532,,Karaka,15.59442179,-80.20459014,40.6239,-49.722,41.094,26.156,8.71,5.666,K0/1 V,0.891,-4.071,-5.585,-40.032,-1.53E-05,-4.36E-06,-2.50E-05,Aps
1546069,24Alp Ser,Unukalhai,15.737798,6.425627,22.7557,133.922,45.55,2.7,2.63,0.845,K2III,1.167,-12.623,-18.762,2.547,1.10E-05,-1.01E-05,5.30E-06,Ser
1553435,35Kap Ser,Gudja,15.81232686,18.14156492,117.3286,-52.407,-88.419,-39,4.09,-1.257,M 1- IIIAB,1.616,-60.423,-93.704,36.532,-1.30E-05,3.48E-05,-6.02E-05,Ser
1566583,5Rho Sco,Iklil,15.94807653,-29.21407343,136.5784,-17.026,-23.657,3.3,3.87,-1.807,B2 IV/V,-0.199,-61.0007,-102.4156,-66.6604,-7.28E-06,9.81E-06,-1.53E-05,Sco
1569628,6Pi Sco,Fang,15.980865,-26.114105,103.3774,-12.399,-26.21,-3,2.89,-2.182,B1V + B2V,-0.18,-46.814,-80.155,-45.503,-1.06E-06,1.05E-05,-1.04E-05,Sco
1571952,7Del Sco,Dschubba,16.005557,-22.62171,150.6024,-8.67,-36.9,-7,2.29,-3.599,B0.2IV,-0.117,-69.333,-120.492,-57.928,2.98E-06,1.79E-05,-2.21E-05,Sco
1579861,8Bet-1 Sco,Acrab,16.09062,-19.805453,123.9157,-6.75,-24.89,-1,2.56,-2.906,B0.5V,-0.065,-55.881,-102.321,-41.986,-6.69E-07,7.23E-06,-1.37E-05,Sco
1579874,8Bet-2 Sco,Acrab B,16.09071,-19.80186,121.4064,-18.472,-15.594,-4,4.9,-0.521,B2V,-0.024,-54.7492,-100.2521,-41.129,-6.21E-06,1.13E-05,-7.25E-06,Sco
1584015,7Kap Her,Marsic,16.13459039,17.04697981,120.7551,-34.067,-6.7,-10.119,5,-0.41,G8III,0.931,-54.167,-101.954,35.4,-1.35E-05,1.71E-05,-6.78E-06,Her
1584024,7Kap Her,Marsic B,16.13470997,17.0543879,127.4259,-18.556,-24.736,38,6.25,0.724,K2III,1.14,-57.1535,-107.5836,37.3715,-2.97E-05,-3.14E-05,-3.21E-06,Her
1587231,,Kamuy,16.16775406,26.74274867,135.3784,-18.354,36.856,-3.246,6.57,0.912,G9III,1.037,-55.794,-107.254,60.918,-4.30E-06,1.78E-05,2.01E-05,CrB
1590330,14Nu Sco,Jabbah,16.199926,-19.460708,141.7083,-7.441,-28.202,2,4,-1.757,B2IV,0.076,-60.661,-119.049,-47.211,-2.50E-06,6.35E-06,-1.89E-05,Sco
1591464,,Sharjah,16.21160642,-18.87546527,14.5751,36.447,-214.025,-4.929,11.34,10.522,,1.486,-6.224,-12.307,-4.715,6.66E-06,7.46E-06,-1.27E-05,Sco
1594252,1Del Oph,Yed Prior,16.239094,-3.694323,48.9925,-45.34,-144.433,-20,2.73,-0.721,M1III,1.584,-21.749,-43.787,-3.156,4.18E-07,2.51E-05,-3.29E-05,Oph
1600859,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.7722,83.916,40.763,-7.7,3.23,0.652,G8III,0.966,-14.02,-29.5,-2.681,1.52E-05,8.87E-07,7.10E-06,Oph
1604917,,Hunor,16.34343227,41.04807981,128.5169,-10.078,-29.057,-20.468,8.72,3.175,F8,0.463,-40.729,-87.949,84.396,-4.06E-06,6.18E-06,-2.74E-05,Her
1605930,20Sig Sco,Alniyat,16.35314238,-25.59280657,213.6752,-10.03,-18.03,3,2.9,-3.749,B1 III,0.299,-80.536,-175.075,-92.302,-7.22E-06,9.16E-06,-1.82E-05,Sco
1610738,14Eta Dra,Athebyne,16.39986,61.514213,27.9984,-16.394,57.094,-13.7,2.73,0.494,G8III,0.91,-5.432,-12.199,24.609,3.46E-06,1.32E-05,-8.62E-06,Dra
1613233,24Ome Her,Cujam,16.42359859,14.03327273,76.3161,38.682,-59.551,-6,4.57,0.157,A0P,0.002,-29.6956,-67.8223,18.505,1.34E-05,-5.18E-06,-2.29E-05,Her
1618520,,Timir,16.47448653,-13.39963789,70.3934,-37.413,3.049,-34.76,6.89,2.652,K0 III/IV,0.95,-26.627,-63.088,-16.313,1.59E-06,3.66E-05,9.25E-06,Oph
1620181,21Alp Sco,Antares,16.49012987,-26.43194608,169.7793,-10.16,-23.21,-3,1.06,-5.089,M1.5 IAB,1.865,-58.543,-140.308,-75.575,-3.39E-06,1.36E-05,-1.57E-05,Sco
1621525,27Bet Her,Kornephoros,16.503668,21.489613,45.4499,-98.822,-14.869,-26,2.78,-0.508,G8III,0.947,-16.146,-39.087,16.65,-1.11E-05,3.01E-05,-1.28E-05,Her
1621670,,Wolf 1061,16.50501542,-12.66260483,4.3078,-94.21,-1183.917,-21.798,10.1,11.929,M4,1.604,-1.603,-3.885,-0.944,8.55E-06,2.59E-05,-1.92E-05,Oph
1621991,,Ogma,16.50822728,38.34730965,76.2177,-77.963,52.682,-17.932,8.15,3.74,G0,0.611,-22.756,-55.274,47.288,-1.66E-05,3.54E-05,3.89E-06,Her
1622717,10Lam Oph,Marfik,16.51523187,1.98395581,53.0786,-31.37,-73,-14,3.82,0.195,B9/A0 III,0.022,-20.105,-49.089,1.838,-2.29E-06,1.57E-05,-1.93E-05,Oph
1626041,,Rosalíadecastro,16.54751348,2.08483283,73.3787,-9.24,-86.678,12.079,7.89,3.562,G3 V,0.68,-27.217,-68.092,2.669,-8.05E-06,-1.13E-05,-3.04E-05,Oph
1631184,23Tau Sco,Paikauhale,16.59804256,-28.21601356,145.3488,-8.59,-22.5,2,2.82,-2.992,B0 V,-0.206,-45.96,-119.547,-68.721,-3.61E-06,7.49E-06,-1.49E-05,Sco
1652557,Alp TrA,Atria,16.81108178,-69.02771555,119.7605,17.85,-32.92,-3,1.91,-3.482,K2 II,1.447,-13.127,-40.805,-111.827,1.57E-05,1.49E-05,-3.98E-06,TrA
1655045,26Eps Sco,Larawag,16.83605898,-34.29322839,19.5351,-611.83,-255.87,-3,2.29,0.836,K2 IIIB,1.144,-4.842,-15.396,-11.007,-5.04E-05,3.28E-05,-1.83E-05,Sco
1657873,Mu-1 Sco,Xamidimura,16.864509,-38.04738,533.8458,-10.451,-18.315,-25,3,-5.637,B1.5IV + B,-0.2,-123.1416,-401.9644,-329.0171,-1.14E-05,5.51E-05,-2.16E-05,Sco
1658655,Mu-2 Sco,Pipirima,16.87226237,-38.01753493,176.5772,-12.114,-22.57,1,3.56,-2.675,B2 IV,-0.21,-40.477,-133.092,-108.754,-6.69E-06,1.36E-05,-1.59E-05,Sco
1661061,,Mahsati,16.89543976,11.97374968,164.4726,11.545,-14.941,3.822,8.38,2.3,K0,0.9,-45.881,-154.214,34.122,7.03E-06,-8.66E-06,-1.08E-05,Oph
1680288,,Rapeto,17.07524172,-43.30976555,48.4074,110.654,-140.977,33.276,7.39,3.965,F8 V,0.565,-8.445,-34.197,-33.205,2.47E-05,-8.23E-06,-4.74E-05,Sco
1688572,22Zet Dra,Aldhibah,17.146448,65.714683,127.7563,-16.55,32.757,-17,3.17,-2.362,B6III,-0.12,-11.6434,-51.2371,116.4505,-4.31E-06,2.73E-05,-7.50E-06,Dra
1691452,35Eta Oph,Sabik,17.172968,-15.72491,27.0929,41.16,97.65,-2.4,2.43,0.266,A2.5Va,0.059,-5.602,-25.47,-7.343,5.04E-06,-2.25E-06,1.30E-05,Oph
1699111,64Alp-1 Her,Rasalgethi,17.24412575,14.39036763,110.2536,-6.71,32.78,-33,2.78,-2.432,M5II,1.164,-20.996,-104.71,27.401,3.77E-06,3.70E-05,8.58E-06,Her
1699761,65Del Her,Sarin,17.25053089,24.83920293,23.54,-20.954,-156.767,-40,3.12,1.261,A3IV,0.08,-4.165,-20.952,9.889,3.43E-06,2.95E-05,-3.34E-05,Her
1700255,,Onkaria,17.255194,4.961607,14.64158855,580.202,-749.713,16,14.67,13.842,,1.74,-2.826,-14.31,1.266,3.64E-05,-2.85E-05,-5.16E-05,Oph
1700333,36 Oph,Guniibuu,17.255836,-26.602829,5.9523,-498.6,-1149.158,0.264,4.33,5.457,K2:III:,0.855,-1.03,-5.222,-2.665,-1.13E-05,1.71E-05,-2.98E-05,Oph
1708744,,Inquill,17.33094427,-48.54932156,55.6618,-33.443,-211.177,-38.839,6.67,2.942,G1 V(W),0.614,-6.421,-36.283,-41.72,3.14E-06,6.95E-05,-7.95E-06,Ara
1729878,23Bet Dra,Rastaban,17.507213,52.301387,112.1099,-16.126,11.358,-20,2.79,-2.458,G2II,0.954,-8.82,-67.986,88.706,-6.45E-06,1.84E-05,-1.24E-05,Dra
1730521,76Lam Her,Maasym,17.51230828,26.1106477,120.5644,18.782,16.184,-26.68,4.41,-0.996,K3III,1.434,-13.785,-107.379,53.061,1.45E-05,2.70E-05,-3.51E-06,Her
1730564,34Ups Sco,Lesath,17.51273196,-37.29581257,176.6784,-4.19,-29.14,8,2.7,-3.536,B2 IV,-0.179,-17.881,-139.409,-107.055,-2.46E-06,9.00E-06,-2.48E-05,Sco
1733502,23Del UMi,Yildun,17.53694102,86.58646256,55.9278,10.025,54.053,-8.919,4.35,0.612,A1V,0.021,-0.403,-3.306,55.829,4.53E-06,1.47E-05,-8.23E-06,UMi
1736373,35Lam Sco,Shaula,17.56014625,-37.10374835,175.1313,-8.9,-29.95,-3,1.62,-4.597,B1.5 IV + B,-0.231,-16.049,-138.75,-105.65,-5.46E-06,1.85E-05,-1.84E-05,Sco
1739115,55Alp Oph,Rasalhague,17.58222355,12.56057584,14.8965,110.08,-222.61,12.6,2.08,1.215,A5III,0.155,-1.587,-14.453,3.239,6.15E-06,-1.68E-05,-1.29E-05,Oph
1744036,The Sco,Sargas,17.62197938,-42.99782155,92.081,6.06,-0.95,1,1.86,-2.961,F0 II,0.406,-6.654,-67.017,-62.797,2.65E-06,-7.24E-07,-1.01E-06,Sco
1753735,31Psi-1 Dra,Dziban,17.6989871,72.148847,22.7531,88.254,-271.791,-13.7,4.57,2.785,F5IV-V,0.434,-0.549,-6.9536,21.6578,7.80E-06,-2.49E-05,-2.25E-05,Dra
